0.601754,0.121407,1.000000,0.673174,1.485501,1.118686,-0.017801,0.558024,0.803622,0.605319,0.348434,-1.253481,1.245361,-0.158355,1.582793,-0.100048,1.262718,-0.021253,1.016717,2.249562,-1.223825,1.115957,-2.292663,3.974832,-0.786269,2.870092,-0.273953,1.251859,-0.605415,2.009922,4.392481,-1.602817,1.993698,1.407747,0.001355,1.449367,1.408132,1.029283,1.000273,-0.138150,1.407554,0.087062,1.417584,0.036812,-3.002711,0.443326,-2.197621,3.061198,-0.717896,1.019478,0.053786,2.972501,1.525154,-3.011541,0.665827,4.410458,-0.441970,3.646987,-1.653065,1.747179,-0.019205,-0.191936,-1.564946,-1.438092,4.429125,-0.629015,0.217770,0.011717,0.368599,0.238323,1.546638,1.094376,0.288320,0.207116,0.258141,0.194048,0.108246,0.446281,0.063803,0.838801,0.500209,1.676902,1.120840,0.530699,0.419792,0.617840,0.372216,0.252593,0.000000
0.585217,0.088633,1.000000,0.649806,1.538920,1.110369,-0.105860,0.543894,0.876644,0.600889,0.297713,1.744955,1.420706,2.990696,2.079304,1.438316,1.191609,-0.374448,1.432705,2.960147,2.230184,1.191934,1.212013,1.480759,3.647903,1.673816,2.179393,1.381021,0.915536,0.956418,3.546119,0.698590,1.216864,1.412031,0.000471,1.453983,1.412183,1.029600,1.000107,0.376308,1.411956,0.070520,1.409268,0.021713,-2.164170,0.476077,-1.607540,2.261953,-0.710687,1.045182,-1.060148,2.120308,2.115234,-1.867661,0.689984,3.576201,-0.475606,3.061523,-0.849770,1.740287,-0.045075,1.436456,-0.708353,-2.044715,3.276929,-0.668271,0.067573,0.000280,0.110457,0.069428,1.590961,1.027451,1.389888,0.066754,0.059290,0.065062,0.016719,1.743360,0.349684,2.587478,1.832266,1.412174,1.050997,-0.029584,1.694957,1.748676,1.800187,0.591341,0.000000
0.473009,0.092815,1.000000,0.555715,1.799485,1.174849,0.246267,0.420557,0.938961,0.439676,0.304656,-8.340526,39.219434,-0.649787,10.272075,-0.063258,1.231586,-0.361939,7.056464,19.163227,-7.519033,6.262542,-6.415247,7.579397,-2.177128,6.935645,-0.313904,1.081119,-0.048946,6.112715,9.226151,-6.781584,2.753070,0.779429,0.053336,1.277950,0.810397,1.576944,1.039731,0.520150,0.764071,0.811287,0.751554,0.230946,-2.854973,0.058372,-2.457505,2.864393,-0.857949,1.003300,0.455527,2.850138,0.705078,-2.908617,0.241602,3.634401,-0.005036,3.735455,-2.053997,2.434894,0.036431,0.064623,-2.086067,0.106209,3.660171,-0.010657,1.956261,0.212972,2.694495,2.005878,1.343300,1.025363,-0.478974,1.928188,1.699905,1.996521,0.461489,1.340651,0.177036,1.890268,1.400272,1.349929,1.044472,-0.164131,1.307638,1.176995,1.371518,0.420756,2.000000
0.483255,0.097524,1.000000,0.569292,1.756569,1.178036,0.173210,0.425594,0.962118,0.458320,0.312288,-27.607676,305.313962,-1.786696,32.337124,-0.055252,1.171309,-0.038397,24.275716,51.458014,-26.571224,17.473236,-15.466168,14.941761,-8.587064,15.908389,-0.539782,1.028593,-0.060736,15.233805,14.465468,-15.796520,3.865457,1.447031,0.085038,1.854788,1.474200,1.258166,1.018776,-0.068485,1.432982,0.841397,1.427660,0.291612,-2.254054,0.065375,-1.735884,2.267549,-0.765533,1.005987,0.872314,2.246862,0.757842,-2.388287,0.255686,3.701085,0.019662,3.590672,-0.793348,2.023699,0.012789,-0.940799,-0.813881,0.083555,3.815948,0.035926,0.984876,0.189979,1.581307,1.071119,1.476314,1.087567,-0.375794,0.928792,1.320951,1.065600,0.435866,1.823584,0.046031,2.085197,1.835326,1.136145,1.006439,-0.675737,1.817376,0.719026,1.845579,0.214548,2.000000
0.524258,0.092770,1.000000,0.599318,1.668562,1.143175,0.090416,0.476401,0.917374,0.509961,0.304581,-4.945088,2.726676,-1.483249,5.189671,-0.285808,1.049460,0.604667,4.787533,5.359865,-5.234178,1.651265,-2.417710,7.769375,2.347909,3.592825,0.653499,1.263032,-0.064227,2.344979,9.124683,-1.544040,2.787360,1.328924,0.008072,1.442649,1.331705,1.083310,1.002093,-0.692731,1.327491,0.317324,1.338098,0.089843,-2.114223,0.088185,-1.575698,2.133255,-0.738636,1.009002,0.411320,2.104234,1.002367,-2.204930,0.296959,3.443147,-0.080113,3.018348,-0.801550,1.821946,-0.006909,-1.104051,-0.776744,-0.685044,3.543028,-0.207116,0.127662,0.005268,0.260357,0.145349,1.791250,1.138551,0.655955,0.118777,0.208889,0.112334,0.072580,1.462928,0.153583,2.160863,1.510280,1.430771,1.032367,0.152418,1.438021,1.390196,1.428147,0.391897,0.000000
0.509292,0.088835,1.000000,0.586321,1.705551,1.151246,0.046582,0.457305,0.958047,0.503749,0.298053,2.529004,3.230542,5.155567,3.076504,1.675788,1.197120,0.002376,2.185341,5.360739,2.468037,1.797371,1.038694,0.781719,2.880977,1.349636,2.134633,1.204684,-0.009485,0.947731,3.697283,0.944687,0.884149,1.449601,0.005342,1.531161,1.451354,1.054988,1.001210,-0.591588,1.448708,0.232807,1.474639,0.073088,-1.409105,0.004458,-1.306670,1.410611,-0.926315,1.001069,-0.412105,1.408358,0.269028,-1.416755,0.066767,2.858706,0.000884,2.837831,0.040744,1.981303,0.000141,-0.179483,0.040350,-0.036222,2.891394,0.006322,0.043144,0.000009,0.051468,0.043246,1.190115,1.002366,1.168367,0.043095,0.012006,0.042171,0.003043,0.229452,0.028420,0.770668,0.282338,2.729588,1.230491,1.632999,0.205376,0.707731,0.209407,0.168583,0.000000
0.520439,0.087017,1.000000,0.594911,1.680924,1.143094,0.007875,0.470513,0.947372,0.515614,0.294987,-5.054569,9.139409,-0.221739,5.854285,-0.037876,1.158216,0.059391,4.458742,9.222560,-4.964756,3.023146,-1.721721,0.824025,-0.282854,1.936722,-0.146048,1.124876,-0.149255,1.591693,3.111569,-1.750977,0.907758,1.402256,0.003088,1.511334,1.403309,1.076979,1.000751,0.302358,1.401732,0.218454,1.395094,0.055571,-1.394745,0.002767,-1.324574,1.395693,-0.949044,1.000680,-1.470882,1.394283,0.238666,-1.390803,0.052601,2.797001,0.000321,2.835908,0.007616,2.026022,0.000071,1.773240,0.007449,-0.020212,2.785896,0.002970,0.050407,0.000092,0.069123,0.051271,1.348173,1.017145,0.187705,0.049971,0.031979,0.049787,0.009585,0.045297,0.000067,0.057980,0.045998,1.260483,1.015488,-0.300112,0.044927,0.026885,0.048161,0.008183,0.000000
0.548777,0.085659,1.000000,0.620028,1.612830,1.129837,-0.144474,0.498501,0.970763,0.564870,0.292675,8.880192,24.432582,16.020547,10.129744,1.581535,1.140712,-0.177546,7.944472,15.756433,9.148931,4.942933,1.771017,0.681355,3.337032,1.949084,1.712103,1.083421,-0.496638,1.704068,3.840906,1.810516,0.825442,1.468937,0.005933,1.631392,1.470901,1.109111,1.001337,-0.021204,1.467952,0.308653,1.473100,0.077025,-1.332534,0.006533,-1.165098,1.334916,-0.872787,1.001788,0.675342,1.331313,0.265447,-1.351474,0.080825,2.801471,-0.000600,2.796490,0.135984,1.981898,-0.000451,-0.696545,0.136639,0.043205,2.824574,-0.003800,0.040581,0.000005,0.047600,0.040644,1.171156,1.001548,0.695914,0.040550,0.010601,0.040556,0.002290,0.035309,0.000054,0.054894,0.036043,1.523044,1.020787,1.202832,0.034973,0.028141,0.032145,0.007336,0.000000
0.453442,0.092224,1.000000,0.542351,1.843825,1.196076,0.235828,0.393288,0.976204,0.423889,0.303684,2.203260,3.319195,5.677462,2.835627,2.002189,1.287014,0.195617,1.721627,5.588767,2.073668,1.821866,0.858747,1.965350,3.401823,1.619933,2.099978,1.313130,-0.318464,0.951043,6.288887,0.711838,1.401909,1.343541,0.067523,1.882842,1.367489,1.376861,1.017825,0.784836,1.332188,0.777314,1.193922,0.259852,-1.407799,0.032084,-1.097242,1.418713,-0.773406,1.007753,0.544959,1.402078,0.516454,-1.493342,0.179119,2.751340,0.035439,2.980084,-0.051224,2.150267,0.010072,0.239877,-0.069890,0.260861,2.687263,0.080732,0.648531,0.162506,1.571685,0.759505,2.069356,1.171116,0.305390,0.581029,1.411753,0.679992,0.403120,0.710729,0.092080,1.334849,0.770503,1.732439,1.084102,0.480839,0.680073,0.986888,0.714963,0.303447,0.000000
0.558780,0.088567,1.000000,0.626698,1.595664,1.121548,-0.020432,0.515494,0.896232,0.560626,0.297603,3.848451,4.965826,6.940034,4.396017,1.578710,1.142282,-0.012591,3.495774,6.295526,3.828970,2.228413,2.650727,1.235068,4.034190,2.854670,1.413190,1.076939,-0.832854,2.433444,3.985620,2.595066,1.111336,1.481635,0.012443,1.625326,1.485479,1.094142,1.002594,-0.083467,1.479699,0.320490,1.473189,0.111547,-1.250917,0.006287,-1.135387,1.253219,-0.905977,1.001840,-0.127235,1.249769,0.236328,-1.237971,0.079288,2.732553,0.006156,2.760713,0.232261,2.000119,0.000755,0.043768,0.229931,0.084162,2.711159,0.032259,0.141577,0.000792,0.203162,0.144118,1.409690,1.017947,0.535440,0.140333,0.104727,0.140183,0.028141,0.047021,0.000070,0.060644,0.047699,1.271382,1.014427,0.665923,0.046697,0.021413,0.044458,0.008372,0.000000
